Title,Location,Price,Size,Listing_Type,Link
30 m2 1 Bedroom Apartments for Rent in Muscat Al Mawaleh,", Al Mawaleh, 920888XX",285 OMR,30.0,For Rent,https://om.opensooq.com/en/search/266238759
75 m2 1 Bedroom Apartments for Rent in Dhofar Salala,", Salala, 762737XX",30 OMR,75.0,For Rent,https://om.opensooq.com/en/search/266238449
117 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Masira,", Masira, 993114XX",25 OMR,117.0,For Rent,https://om.opensooq.com/en/search/264565625
"Find a dedicated desk in Muscat, Roola District",", Ghala, 959154XX",112 OMR,10.0,For Rent,https://om.opensooq.com/en/search/266563157
"Private office space tailored to your business’ unique needs in Muscat, Roola District",", Ghala, 959154XX",385 OMR,15.0,For Rent,https://om.opensooq.com/en/search/266563093
160 m2 4 Bedrooms Townhouse for Rent in Muscat Seeb,", Seeb, 940160XX",220 OMR,160.0,For Rent,https://om.opensooq.com/en/search/266503985
"Fully serviced private office space for you and your team in Muscat, Roola District",", Ghala, 959154XX",716 OMR,30.0,For Rent,https://om.opensooq.com/en/search/266562883
"All-inclusive access to professional office space for 10 persons in Muscat, Roola District",", Ghala, 959154XX",997 OMR,45.0,For Rent,https://om.opensooq.com/en/search/266562773
110 m2 3 Bedrooms Apartments for Rent in Dhofar Other,", Other, 959544XX",45 OMR,110.0,For Rent,https://om.opensooq.com/en/search/266562497
Furnished Daily in Muscat Al Khoud,", Al Khoud, 969877XX",10 OMR,,For Rent,https://om.opensooq.com/en/search/262516329
700 m2 2 Bedrooms Apartments for Rent in Muscat Quriyat,", Quriyat, 994291XX",25 OMR,700.0,For Rent,https://om.opensooq.com/en/search/266525051
2-BEDROOM COMPOUND VILLA,", Rusail, 994629XX",650 OMR,1.0,For Rent,https://om.opensooq.com/en/search/266561767
200 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 994944XX",Chat,200.0,For Rent,https://om.opensooq.com/en/search/266561495
LUXURY 1BHK SEA VIEW FOR RENT IN ALMOUJ MUSCAT,", Al Mouj, 956741XX",600 OMR,90.0,For Rent,https://om.opensooq.com/en/search/266561491
400 m2 More than 6 bedrooms Villa for Rent in Muscat Al Mawaleh,", Al Mawaleh, 944474XX",800 OMR,400.0,For Rent,https://om.opensooq.com/en/search/266561427
Room available for sharing..,", Al-Hail, 947079XX",50 OMR,,For Rent,https://om.opensooq.com/en/search/266561355
222 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,", Al Maabilah, 960088XX",185 OMR,222.0,For Rent,https://om.opensooq.com/en/search/266480553
1000 m2 Studio Apartments for Rent in Muscat Al Khuwair,", Al Khuwair, 924201XX",180 OMR,1000.0,For Rent,https://om.opensooq.com/en/search/266554275
2 BHK Apartment for Rent- Marsa 1 - Al Mouj,", Al Mouj, 941494XX",750 OMR,78.0,For Rent,https://om.opensooq.com/en/search/266558937
400 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 785954XX",17 OMR,400.0,For Rent,https://om.opensooq.com/en/search/264563621
فرص مقر إداري للتنازل,", Sohar, 773145XX",Chat,200.0,For Rent,https://om.opensooq.com/en/search/266559831
Furnished Monthly in Muscat Ghubrah,", Ghubrah, 772123XX",150 OMR,,For Rent,https://om.opensooq.com/en/search/266559769
"Open plan office space for 10 persons in Muscat, Al Fardan Heights",", Ghala, 958286XX","1,300 OMR",45.0,For Rent,https://om.opensooq.com/en/search/266559475
300 m2 5 Bedrooms Villa for Rent in Dhofar Salala,", Salala, 969251XX",160 OMR,300.0,For Rent,https://om.opensooq.com/en/search/266559411
Furnished Monthly in Muscat Al Maabilah,", Al Maabilah, 977447XX",45 OMR,,For Rent,https://om.opensooq.com/en/search/265498319
"Open plan office space for 10 persons in DUQM, Squadra",", Al Duqum, 912139XX",612 OMR,45.0,For Rent,https://om.opensooq.com/en/search/266559415
"Flexible office memberships in Muscat, Pearl Square",", Muscat Hills, 768973XX",89 OMR,8.0,For Rent,https://om.opensooq.com/en/search/266559325
"Work in MUSCAT, Beach One or anywhere else in our global network",", Muttrah, 924401XX",89 OMR,8.0,For Rent,https://om.opensooq.com/en/search/266559285
Rent Me Shop (Restaurant area) at (Track Bark) محل (ردهه المطاعم) للايجار في مشروع (مسار بركاء),", Barka, 977740XX",460 OMR,47.0,For Rent,https://om.opensooq.com/en/search/262512327
50 m2 Studio Apartments for Rent in Muscat Al Khoud,", Al Khoud, 909186XX",120 OMR,50.0,For Rent,https://om.opensooq.com/en/search/265497633
مخزن الإيجار في موقع استراتيجي,", Rusail, 963038XX","1,100 OMR",350.0,For Rent,https://om.opensooq.com/en/search/266558405
120 m2 2 Bedrooms Apartments for Rent in Al Batinah Sohar,", Sohar, 993807XX",12 OMR,120.0,For Rent,https://om.opensooq.com/en/search/266558427
300 m2 5 Bedrooms Villa for Rent in Dhofar Salala,", Salala, 973133XX",100 OMR,300.0,For Rent,https://om.opensooq.com/en/search/266558327
"Elegant 2BHK Apartment in Al Mouj, Marsa 3A",", Al Mouj, 941494XX",950 OMR,74.0,For Rent,https://om.opensooq.com/en/search/266558305
مخزن للإيجار بصحار- مخزن تبريد - Wearhouse for Rent in Sohar- cold store,", Sohar, 932012XX",11 OMR,5000.0,For Rent,https://om.opensooq.com/en/search/264377273
3 Bedrooms Chalet for Rent in Al Batinah Barka,", Barka, 938488XX",40 OMR,1000.0,For Rent,https://om.opensooq.com/en/search/265036053
شاليه VIP في ولاية نزوى. ضيافة فندقية راقية يبعد 400 متر فقط عن منطقة العقر الشهيرة بحارتها القديمة,", Nizwa, 799911XX",70 OMR,150.0,For Rent,https://om.opensooq.com/en/search/266558183
60 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 797819XX",Chat,60.0,For Rent,https://om.opensooq.com/en/search/266558171
Unfurnished Yearly in Muscat Al Khoud,", Al Khoud, 997772XX",115 OMR,,For Rent,https://om.opensooq.com/en/search/266557937
Brand New Shops for rent in Al Khoud 6,", Al Khoud, 905099XX",140 OMR,25.0,For Rent,https://om.opensooq.com/en/search/265766723
1 bedroom and 2 bedroom Apartment Available for Rent in Mumtaz Ruwi,", Ruwi, 905099XX",140 OMR,90.0,For Rent,https://om.opensooq.com/en/search/266126193
#REF896 Office Space Available for Rent in Ghala,", Ghala, 913827XX",260 OMR,85.0,For Rent,https://om.opensooq.com/en/search/265925187
1 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 976604XX",1 OMR,1.0,For Rent,https://om.opensooq.com/en/search/265479189
190 m2 2 Bedrooms Apartments for Rent in Al Batinah Barka,", Barka, 956916XX",100 OMR,190.0,For Rent,https://om.opensooq.com/en/search/266557145
مبنى للايجار قريب من الميناء مواقف الى شارع,,"1,000 OMR",1.0,For Rent,https://om.opensooq.com/en/search/265986745
300 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 933516XX",30 OMR,300.0,For Rent,https://om.opensooq.com/en/search/266556155
"Shell & Core Shop in The Gate Mall, Azaiba (REF: MU052401AZ)",", Azaiba, 941494XX",950 OMR,66.0,For Rent,https://om.opensooq.com/en/search/266556373
285 m2 5 Bedrooms Villa for Rent in Muscat Al Maabilah,", Al Maabilah, 773030XX",450 OMR,285.0,For Rent,https://om.opensooq.com/en/search/266556245
1 Bedroom Chalet for Rent in Dhofar Salala,", Salala, 991777XX",70 OMR,170.0,For Rent,https://om.opensooq.com/en/search/266555681
Family apartment for rent near by Mobila Kenz Hypermarket,", Al Maabilah, 954980XX",230 OMR,,For Rent,https://om.opensooq.com/en/search/266555557
Furnished Weekly in Muscat Al Mawaleh,", Al Mawaleh, 785151XX",10 OMR,,For Rent,https://om.opensooq.com/en/search/266555673
108 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,", Al Maabilah, 927943XX",270 OMR,108.0,For Rent,https://om.opensooq.com/en/search/266555559
450 m2 2 Bedrooms Apartments for Rent in Al Dakhiliya Bahla,", Bahla, 988257XX",15 OMR,450.0,For Rent,https://om.opensooq.com/en/search/266555269
25 m2 1 Bedroom Apartments for Rent in Muscat Qurm,", Qurm, 940625XX",120 OMR,25.0,For Rent,https://om.opensooq.com/en/search/266555103
120 m2 3 Bedrooms Apartments for Rent in Muscat Sidab,", Sidab, 993359XX",165 OMR,120.0,For Rent,https://om.opensooq.com/en/search/266554961
Staycation stay available for work from fram.,", Quriyat, 975724XX",10 OMR,670.0,For Rent,https://om.opensooq.com/en/search/266554751
120 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,", Al Maabilah, 716111XX",320 OMR,120.0,For Rent,https://om.opensooq.com/en/search/266554395
محل للايجار فى بركاء الصناعيه,", Al Maabilah, 794007XX",60 OMR,20.0,For Rent,https://om.opensooq.com/en/search/265054631
900 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 941308XX",30 OMR,900.0,For Rent,https://om.opensooq.com/en/search/265567855
500 m2 Studio Apartments for Rent in Muscat Qurm,", Qurm, 906027XX",220 OMR,500.0,For Rent,https://om.opensooq.com/en/search/266553825
Modern 2BR Apartment in Azaiba  Fully Furnished  Great Location!,", Azaiba, 791102XX",400 OMR,100.0,For Rent,https://om.opensooq.com/en/search/266496429
Furnished Monthly in Muscat Al Khuwair,", Al Khuwair, 928949XX",170 OMR,,For Rent,https://om.opensooq.com/en/search/266553735
BedSpace for Rent In AL KHEWAIR for lady,", Al Khuwair, 715659XX",65 OMR,,For Rent,https://om.opensooq.com/en/search/266553663
126 m2 2 Bedrooms Apartments for Rent in Muscat Qurm,", Qurm, 952567XX",320 OMR,126.0,For Rent,https://om.opensooq.com/en/search/266553497
Unfurnished Monthly in Muscat Al Khoud,", Al Khoud, 784422XX",100 OMR,,For Rent,https://om.opensooq.com/en/search/265441147
Furnished Daily in Muscat Al Mouj,", Al Mouj, 784422XX",50 OMR,,For Rent,https://om.opensooq.com/en/search/266141455
"New villas for rent in Muwailih, close to Sohar Hospital and Al Batinah International School",", Sohar, 772662XX",300 OMR,300.0,For Rent,https://om.opensooq.com/en/search/266553125
620 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,", Salala, 929140XX",3 OMR,620.0,For Rent,https://om.opensooq.com/en/search/266552753
ارض صناعية مسورة مساحتها 1200م2 تصلح كجراج او مخزن او ورشة (حدادة/نجارة) او بيع المواد الصحية,", Saham, 939311XX",300 OMR,1200.0,For Rent,https://om.opensooq.com/en/search/266552803
150 m2 3 Bedrooms Townhouse for Rent in Muscat Muttrah,", Muttrah, 990920XX",155 OMR,150.0,For Rent,https://om.opensooq.com/en/search/266552833
Furnished Daily in Al Batinah Al Khaboura,", Al Khaboura, 792220XX",10 OMR,,For Rent,https://om.opensooq.com/en/search/265876059
100 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 960549XX",25 OMR,100.0,For Rent,https://om.opensooq.com/en/search/266552493
180 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 992820XX",50 OMR,180.0,For Rent,https://om.opensooq.com/en/search/266552091
Furnished Daily in Muscat Al Maabilah,", Al Maabilah, 770369XX",8 OMR,,For Rent,https://om.opensooq.com/en/search/265385339
BedSpace for Rent In AL KHEWAIR for lady,", Al Khuwair, 715659XX",50 OMR,,For Rent,https://om.opensooq.com/en/search/266551561
Shared Room for rent in Sohar Cornish (Only Indian National),", Sohar, 994486XX",60 OMR,,For Rent,https://om.opensooq.com/en/search/266551653
Residential Land for Rent in Dhofar Salala,", Salala, 909395XX",25 OMR,,For Rent,https://om.opensooq.com/en/search/266551547
Furnished Daily in Al Dakhiliya Other,", Other, 994725XX",17 OMR,,For Rent,https://om.opensooq.com/en/search/263535875
4 Bedrooms Chalet for Rent in Al Dakhiliya Other,", Other, 994725XX",90 OMR,450.0,For Rent,https://om.opensooq.com/en/search/263535727
Residential Land for Rent in Al Dakhiliya Other,", Other, 927967XX","4,800 OMR",,For Rent,https://om.opensooq.com/en/search/265490763
Furnished Daily in Muscat Al-Hail,", Al-Hail, 938335XX",10 OMR,,For Rent,https://om.opensooq.com/en/search/266549529
1 Bedroom Chalet for Rent in Muscat Halban,", Halban, 955216XX",45 OMR,80.0,For Rent,https://om.opensooq.com/en/search/264558497
2000 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 773015XX",20 OMR,2000.0,For Rent,https://om.opensooq.com/en/search/266547967
Moon house-3,", Salala, 980237XX",25 OMR,100.0,For Rent,https://om.opensooq.com/en/search/266547195
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 767503XX",25 OMR,100.0,For Rent,https://om.opensooq.com/en/search/266490711
100 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,", Al Khuwair, 771371XX",130 OMR,100.0,For Rent,https://om.opensooq.com/en/search/266546389
Farm Land for Rent in Al Batinah Sohar,", Sohar, 974484XX",Chat,,For Rent,https://om.opensooq.com/en/search/266545973
400 m2 4 Bedrooms Villa for Rent in Dhofar Salala,", Salala, 995818XX",100 OMR,400.0,For Rent,https://om.opensooq.com/en/search/266525381
7 m2 1 Bedroom Apartments for Rent in Al Batinah Sohar,", Sohar, 962823XX",7 OMR,7.0,For Rent,https://om.opensooq.com/en/search/266545727
128 m2 1 Bedroom Townhouse for Rent in Muscat Seeb,", Seeb, 797399XX",110 OMR,128.0,For Rent,https://om.opensooq.com/en/search/266545275
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 959555XX",30 OMR,100.0,For Rent,https://om.opensooq.com/en/search/266544991
Furnished Daily in Muscat Azaiba,", Azaiba, 763679XX",4 OMR,,For Rent,https://om.opensooq.com/en/search/266544573
200 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 976777XX",40 OMR,200.0,For Rent,https://om.opensooq.com/en/search/266544831
100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,", Salala, 726771XX",22 OMR,100.0,For Rent,https://om.opensooq.com/en/search/266488029
500 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 925876XX",60 OMR,500.0,For Rent,https://om.opensooq.com/en/search/266487981
White apartmant,", Al Mouj, 975470XX",10 OMR,30.0,For Rent,https://om.opensooq.com/en/search/266487473
180 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 977551XX",38 OMR,180.0,For Rent,https://om.opensooq.com/en/search/266543531
130 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,", Salala, 712334XX",40 OMR,130.0,For Rent,https://om.opensooq.com/en/search/266486269
500 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, Call",65 OMR,500.0,For Rent,https://om.opensooq.com/en/search/265343139
100 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 990050XX",30 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265773211
مكاتب للايجار بالخوير علي الشارع العام بموقع استراتيجي مميز مطله علي حي الوزارات بمساحات مختلفه,", Al Khuwair, 710000XX",7 OMR,380.0,For Rent,https://om.opensooq.com/en/search/266542287
180 m2 3 Bedrooms Apartments for Rent in Al Dakhiliya Bahla,", Bahla, 911912XX",120 OMR,180.0,For Rent,https://om.opensooq.com/en/search/266541457
115 m2 2 Bedrooms Apartments for Rent in Dhofar Other,", Other, 925885XX",27 OMR,115.0,For Rent,https://om.opensooq.com/en/search/266540857
300 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,", Salala, 980402XX",11 OMR,300.0,For Rent,https://om.opensooq.com/en/search/266425213
Furnished Daily in Dhofar Other,", Other, 775478XX",15 OMR,,For Rent,https://om.opensooq.com/en/search/266482829
Furnished Monthly in Al Batinah Barka,", Barka, 784084XX",40 OMR,,For Rent,https://om.opensooq.com/en/search/264551965
70 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 998989XX",35 OMR,70.0,For Rent,https://om.opensooq.com/en/search/265480439
600 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 985121XX",35 OMR,600.0,For Rent,https://om.opensooq.com/en/search/266535967
5 Bedrooms Chalet for Rent in Muscat Amerat,", Amerat, 954405XX",40 OMR,240.0,For Rent,https://om.opensooq.com/en/search/259823819
50 m2 Studio Apartments for Rent in Muscat Ghubrah,", Ghubrah, 948225XX",130 OMR,50.0,For Rent,https://om.opensooq.com/en/search/266538215
Single room / sharing available,", Al Khoud, 771740XX",100 OMR,,For Rent,https://om.opensooq.com/en/search/266481455
100 m2 1 Bedroom Apartments for Rent in Al Batinah Sohar,", Sohar, 998363XX",15 OMR,100.0,For Rent,https://om.opensooq.com/en/search/266537639
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 932955XX",35 OMR,100.0,For Rent,https://om.opensooq.com/en/search/266357897
300 m2 5 Bedrooms Townhouse for Rent in Al Dhahirah Ibri,", Ibri, 993652XX",180 OMR,300.0,For Rent,https://om.opensooq.com/en/search/266535431
150 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Masira,", Masira, 923041XX",25 OMR,150.0,For Rent,https://om.opensooq.com/en/search/263522847
TOWNHOUSE IN HAWANA SALALAH FOR RENTتاون هاوس للإيجار في هوانا فورست ايلاند,", Salala, 962460XX",40 OMR,75.0,For Rent,https://om.opensooq.com/en/search/265390195
2 Bedrooms Chalet for Rent in Al Dakhiliya Nizwa,", Nizwa, 961062XX",35 OMR,100.0,For Rent,https://om.opensooq.com/en/search/266533297
100 m2 3 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,", Nizwa, 775376XX",8 OMR,100.0,For Rent,https://om.opensooq.com/en/search/266532909
500 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 924828XX",20 OMR,500.0,For Rent,https://om.opensooq.com/en/search/266532709
Unfurnished Monthly in Muscat Al Khoud,", Al Khoud, 772993XX",100 OMR,,For Rent,https://om.opensooq.com/en/search/266532545
160 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,", Taqah, 961613XX",120 OMR,160.0,For Rent,https://om.opensooq.com/en/search/265473983
600 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 990551XX",15 OMR,600.0,For Rent,https://om.opensooq.com/en/search/266521627
Furnished Daily in Al Batinah Sohar,", Sohar, 710993XX",6 OMR,,For Rent,https://om.opensooq.com/en/search/264547377
80 m2 Studio Apartments for Rent in Muscat Al Khuwair,", Al Khuwair, 773337XX",140 OMR,80.0,For Rent,https://om.opensooq.com/en/search/266015907
3 Bedrooms Chalet for Rent in Al Batinah Barka,", Barka, 988962XX",60 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265013045
30 m2 1 Bedroom Apartments for Rent in Dhofar Salala,", Salala, 949722XX",1 OMR,30.0,For Rent,https://om.opensooq.com/en/search/266530985
2 Bedrooms Chalet for Rent in Al Dakhiliya Izki,", Izki, 976898XX",25 OMR,3.0,For Rent,https://om.opensooq.com/en/search/266384591
2 Bedrooms Chalet for Rent in Al Dakhiliya Nizwa,", Nizwa, 920600XX",25 OMR,112.0,For Rent,https://om.opensooq.com/en/search/266529195
2 Bedrooms Chalet for Rent in Al Dakhiliya Manah,", Manah, 939181XX",25 OMR,1800.0,For Rent,https://om.opensooq.com/en/search/266529317
Azaming Furnished 1BHK apartment in Al Mouj ready to move,", Al Mouj, 978500XX",700 OMR,94.0,For Rent,https://om.opensooq.com/en/search/266529243
Residential Land for Rent in Al Batinah Al Masnaah,", Al Masnaah, 969317XX","6,500 OMR",,For Rent,https://om.opensooq.com/en/search/266528349
70 m2 2 Bedrooms Apartments for Rent in Muscat Darsait,", Darsait, 933522XX",210 OMR,70.0,For Rent,https://om.opensooq.com/en/search/266527743
Furnished Monthly in Muscat Al Maabilah,", Al Maabilah, 794635XX",120 OMR,,For Rent,https://om.opensooq.com/en/search/266527789
"Fully Furnished Rooms available for Rent in a big Villa, daily/weekly/monthly (All bills included)",", Sohar, 774180XX",9 OMR,,For Rent,https://om.opensooq.com/en/search/266504829
11 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 727206XX",20 OMR,11.0,For Rent,https://om.opensooq.com/en/search/266472049
Furnished Daily in Dhofar Salala,", Salala, 978944XX",20 OMR,,For Rent,https://om.opensooq.com/en/search/266527313
Furnished Daily in Al Batinah Sohar,", Sohar, 977007XX",13 OMR,,For Rent,https://om.opensooq.com/en/search/266512055
70 m2 Studio Apartments for Rent in Dhofar Salala,", Salala, 958499XX",25 OMR,70.0,For Rent,https://om.opensooq.com/en/search/265469073
مكتب تجاري / Spacious Commercial Office,", Halban, 775973XX",70 OMR,22.0,For Rent,https://om.opensooq.com/en/search/248442649
350 m2 5 Bedrooms Villa for Rent in Dhofar Salala,", Salala, 994462XX",120 OMR,350.0,For Rent,https://om.opensooq.com/en/search/266526205
360 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,", Salala, 922095XX",185 OMR,360.0,For Rent,https://om.opensooq.com/en/search/266523397
110 m2 3 Bedrooms Apartments for Rent in Muscat Qurm,", Qurm, 933522XX",350 OMR,110.0,For Rent,https://om.opensooq.com/en/search/266525463
2 Bedrooms Chalet for Rent in Al Batinah Sohar,", Sohar, 927571XX",35 OMR,300.0,For Rent,https://om.opensooq.com/en/search/266524713
Unfurnished Monthly in Muscat Al Mawaleh,", Al Mawaleh, 969519XX",100 OMR,,For Rent,https://om.opensooq.com/en/search/266524887
Unfurnished Yearly in Muscat Al Mawaleh,", Al Mawaleh, 925491XX",110 OMR,,For Rent,https://om.opensooq.com/en/search/265453791
Unfurnished Yearly in Muscat Ghubrah,", Ghubrah, 925491XX",125 OMR,,For Rent,https://om.opensooq.com/en/search/265547323
20 m2 1 Bedroom Apartments for Rent in Muscat Al Khoud,", Al Khoud, 724372XX",35 OMR,20.0,For Rent,https://om.opensooq.com/en/search/266523347
280000 m2 Studio Apartments for Rent in Muscat Al Khuwair,", Al Khuwair, 921915XX",130 OMR,280000.0,For Rent,https://om.opensooq.com/en/search/265098097
Furnished apartment for rent in Muscat hills,", Muscat Hills, 956846XX",475 OMR,1111.0,For Rent,https://om.opensooq.com/en/search/266522775
Furnished Daily in Dhofar Salala,", Salala, 935661XX",15 OMR,,For Rent,https://om.opensooq.com/en/search/266522761
25 m2 1 Bedroom Apartments for Rent in Muscat Amerat,", Amerat, 784444XX",12 OMR,25.0,For Rent,https://om.opensooq.com/en/search/266522661
متجر حاسب آلي وإلكترونيات للبيع,", Ghubrah, 797392XX","3,950 OMR",11.0,For Rent,https://om.opensooq.com/en/search/266522667
محل جاهز للتنازل في سيتي سنتر الموالح,", Al Mawaleh, 799100XX","5,000 OMR",5.0,For Rent,https://om.opensooq.com/en/search/266522365
مكاتب تجارية راقية للإيجار في العذيبة – من 80م2 إلى 120م2,", Azaiba, 722289XX",500 OMR,90.0,For Rent,https://om.opensooq.com/en/search/266522121
Furnished Daily in Al Dakhiliya Nizwa,", Nizwa, 790830XX",8 OMR,,For Rent,https://om.opensooq.com/en/search/266520441
50 m2 3 Bedrooms Apartments for Rent in Muscat Al Khuwair,", Al Khuwair, 933522XX",160 OMR,50.0,For Rent,https://om.opensooq.com/en/search/266519781
Semi Furnished Monthly in Muscat Al Khuwair,", Al Khuwair, 766945XX",130 OMR,,For Rent,https://om.opensooq.com/en/search/266199317
100 m2 3 Bedrooms Apartments for Rent in Muscat Al Khoud,", Al Khoud, 955951XX",290 OMR,100.0,For Rent,https://om.opensooq.com/en/search/266518135
Studio flat for rent,", Al Khuwair, 998004XX",190 OMR,80.0,For Rent,https://om.opensooq.com/en/search/266517583
130 m2 3 Bedrooms Apartments for Rent in Muscat Seeb,", Seeb, 994191XX",220 OMR,130.0,For Rent,https://om.opensooq.com/en/search/266517197
80 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 990847XX",35 OMR,80.0,For Rent,https://om.opensooq.com/en/search/266515963
500 m2 5 Bedrooms Villa for Rent in Dhofar Salala,", Salala, 912774XX",90 OMR,500.0,For Rent,https://om.opensooq.com/en/search/266460403
Furnished Monthly in Muscat Al Mawaleh,", Al Mawaleh, 977055XX",45 OMR,,For Rent,https://om.opensooq.com/en/search/266515579
120 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,", Al Maabilah, 794007XX",180 OMR,120.0,For Rent,https://om.opensooq.com/en/search/266515011
Furnished Daily in Muscat Al Maabilah,", Al Maabilah, 770744XX",8 OMR,,For Rent,https://om.opensooq.com/en/search/266513839
Furnished Monthly in Muscat Azaiba,,150 OMR,,For Rent,https://om.opensooq.com/en/search/265832449
300 m2 5 Bedrooms Villa for Rent in Muscat Al Mawaleh,", Al Mawaleh, 966344XX",600 OMR,300.0,For Rent,https://om.opensooq.com/en/search/266466273
Beautiful & Spacious 4-Bedroom Standalone Villa for Rent in Madinat Sultan Qaboos,", Madinat As Sultan Qaboos, 905099XX","1,350 OMR",450.0,For Rent,https://om.opensooq.com/en/search/266512691
Beautiful & Spacious  5-Bedroom Villa for rent in Al Mouj,", Al Mouj, 905099XX","1,700 OMR",350.0,For Rent,https://om.opensooq.com/en/search/266512663
80 m2 Studio Apartments for Rent in Muscat Qurm,", Qurm, 970939XX",180 OMR,80.0,For Rent,https://om.opensooq.com/en/search/266512641
250 m2 4 Bedrooms Villa for Rent in Dhofar Salala,", Salala, 992930XX",130 OMR,250.0,For Rent,https://om.opensooq.com/en/search/264955207
1 bedroom and 2 bedroom Apartment Available for Rent in Mumtaz Ruwi,", Ruwi, 905099XX",140 OMR,90.0,For Rent,https://om.opensooq.com/en/search/266512559
120 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 944829XX",16 OMR,120.0,For Rent,https://om.opensooq.com/en/search/266512161
Furnished Daily in Dhofar Salala,", Salala, 711060XX",15 OMR,,For Rent,https://om.opensooq.com/en/search/266511857
محل للإيجار في غلا,", Ghala, 997677XX",280 OMR,42.0,For Rent,https://om.opensooq.com/en/search/265816301
#REF819  Beautiful Big Luxury 5 Bedrooms With Maid Room Villa For Rent in Qurum,", Qurm, 905099XX","1,600 OMR",400.0,For Rent,https://om.opensooq.com/en/search/266512173
60 m2 1 Bedroom Apartments for Rent in Dhofar Salala,", Salala, 928951XX",40 OMR,60.0,For Rent,https://om.opensooq.com/en/search/266511569
600 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 771599XX",50 OMR,600.0,For Rent,https://om.opensooq.com/en/search/266456689
100 m2 Studio Apartments for Rent in Muscat Al-Sifah,", Al-Sifah, 923220XX",35 OMR,100.0,For Rent,https://om.opensooq.com/en/search/263503757
Furnished Daily in Muscat Al Khoud,", Al Khoud, 977783XX",17 OMR,,For Rent,https://om.opensooq.com/en/search/266510979
190 m2 4 Bedrooms Apartments for Rent in Muscat Al Khoud,", Al Khoud, 989387XX",220 OMR,190.0,For Rent,https://om.opensooq.com/en/search/266510249
شقق مفروشه للأيجار,", Salala, 997655XX",30 OMR,500.0,For Rent,https://om.opensooq.com/en/search/266506705
250 m2 3 Bedrooms Townhouse for Rent in Al Batinah Sohar,", Sohar, 978383XX",270 OMR,250.0,For Rent,https://om.opensooq.com/en/search/266510131
43 m2 Studio Apartments for Rent in Muscat Bosher,", Bosher, 720306XX",25 OMR,43.0,For Rent,https://om.opensooq.com/en/search/263502695
2 Bedrooms Chalet for Rent in Al Dakhiliya Nizwa,", Nizwa, 715545XX",50 OMR,50.0,For Rent,https://om.opensooq.com/en/search/266509561
368 m2 2 Bedrooms Townhouse for Rent in Dhofar Salala,", Salala, 929566XX",25 OMR,368.0,For Rent,https://om.opensooq.com/en/search/266508781
محلات للإيجار – البريمي (الخضراء / سيح),", Al Buraimi, 996993XX",30 OMR,2.0,For Rent,https://om.opensooq.com/en/search/266509243
